apps,bondmode,bytes,time,mbytes-sec
intel,802.3ad-2NICs-layer2+3,2048,31.45,65.13
intel,802.3ad-2NICs-layer2+3,4096,39.03,104.96
intel,802.3ad-2NICs-layer2+3,8192,45.06,181.81
intel,802.3ad-2NICs-layer2+3,16384,67.31,243.42
intel,802.3ad-2NICs-layer2+3,32768,70.51,464.70
intel,802.3ad-2NICs-layer2+3,65536,120.55,543.66
intel,802.3ad-2NICs-layer2+3,131072,182.73,717.30
intel,802.3ad-2NICs-layer2+3,262144,268.46,976.46
intel,802.3ad-2NICs-layer2+3,524288,438.83,1194.73
intel,802.3ad-2NICs-layer2+3,1048576,780.63,1343.25
intel,802.3ad-2NICs-layer2+3,2097152,1593.12,1316.38
intel,802.3ad-2NICs-layer2+3,4194304,3201.84,1309.97
intel,802.3ad-2NICs-layer2+3,0,25.57,0.00
intel,802.3ad-2NICs-layer2+3,1,26.17,0.04
intel,802.3ad-2NICs-layer2+3,2,26.49,0.08
intel,802.3ad-2NICs-layer2+3,4,26.24,0.15
intel,802.3ad-2NICs-layer2+3,8,26.12,0.31
intel,802.3ad-2NICs-layer2+3,16,26.03,0.61
intel,802.3ad-2NICs-layer2+3,32,26.13,1.22
intel,802.3ad-2NICs-layer2+3,64,26.99,2.37
intel,802.3ad-2NICs-layer2+3,128,26.69,4.80
intel,802.3ad-2NICs-layer2+3,256,26.98,9.49
intel,802.3ad-2NICs-layer2+3,512,27.54,18.59
intel,802.3ad-2NICs-layer2+3,1024,28.73,35.64
intel,802.3ad-2NICs-layer2+3,2048,32.05,63.90
intel,802.3ad-2NICs-layer2+3,4096,39.91,102.62
intel,802.3ad-2NICs-layer2+3,8192,46.17,177.45
intel,802.3ad-2NICs-layer2+3,16384,67.13,244.06
intel,802.3ad-2NICs-layer2+3,32768,54.59,600.27
intel,802.3ad-2NICs-layer2+3,65536,112.06,584.84
intel,802.3ad-2NICs-layer2+3,131072,165.23,793.26
intel,802.3ad-2NICs-layer2+3,262144,256.29,1022.83
intel,802.3ad-2NICs-layer2+3,524288,432.41,1212.47
intel,802.3ad-2NICs-layer2+3,1048576,784.67,1336.33
intel,802.3ad-2NICs-layer2+3,2097152,1685.95,1243.90
intel,802.3ad-2NICs-layer2+3,4194304,3379.24,1241.20
intel,802.3ad-2NICs-layer2+3,0,26.49,0.00
intel,802.3ad-2NICs-layer2+3,1,25.71,0.04
intel,802.3ad-2NICs-layer2+3,2,25.87,0.08
intel,802.3ad-2NICs-layer2+3,4,25.72,0.16
intel,802.3ad-2NICs-layer2+3,8,25.89,0.31
intel,802.3ad-2NICs-layer2+3,16,25.61,0.62
intel,802.3ad-2NICs-layer2+3,32,26.16,1.22
intel,802.3ad-2NICs-layer2+3,64,26.06,2.46
intel,802.3ad-2NICs-layer2+3,128,26.08,4.91
intel,802.3ad-2NICs-layer2+3,256,26.66,9.60
